customer_id,age,gender,region,employment_type,annual_income,account_tenure_years,avg_monthly_balance,monthly_salary_credit,monthly_spend,credit_card,credit_utilization_pct,overdraft_usage,overdraft_frequency,missed_payments,digital_logins_per_month,branch_visits_per_year,customer_support_calls,complaints_raised,satisfaction_score,churn_risk
CUST_0202,19,Female,Semi-Urban,Salaried,594617,20,162656,65594,26870,No,32.619622549881626,Yes,0,0,18,6,1,No,1,Medium
CUST_0203,20,Female,Urban,Salaried,492095,17,133232,3406,64720,Yes,37.391378223651216,Yes,1,1,24,3,3,No,2,Medium
CUST_0204,54,Male,Semi-Urban,Salaried,743963,10,9438,28009,25653,Yes,37.176775820249645,No,2,1,22,4,0,No,9,Low
CUST_0205,34,Female,Rural,Student,858363,3,81310,62518,82815,No,60.46390892444811,No,2,1,19,4,3,No,2,Medium
CUST_0206,19,Female,Rural,Student,757540,15,187342,35108,53221,Yes,94.64191027537099,No,0,0,14,4,2,Yes,10,High
CUST_0207,19,Female,Semi-Urban,Self-Employed,828678,16,35902,57597,57139,No,48.08823004602733,No,3,0,14,3,1,No,2,High
CUST_0208,45,Male,Urban,Self-Employed,927517,8,0,70971,48040,Yes,39.58170527108846,No,0,0,23,5,1,No,9,Low
CUST_0209,40,Male,Rural,Self-Employed,371105,5,101831,113867,74321,No,38.51945467489769,No,0,1,21,6,2,No,3,Medium
CUST_0210,54,Female,Semi-Urban,Salaried,411346,23,108659,61286,74578,No,48.10961917269285,No,0,1,19,6,1,Yes,2,Medium
CUST_0211,49,Male,Urban,Salaried,150000,19,130845,102176,63376,Yes,24.292655991290026,Yes,1,1,20,2,2,No,7,Low
CUST_0212,50,Female,Urban,Salaried,1179890,24,178281,112862,69119,No,48.004963968651374,No,1,2,14,6,3,Yes,9,High
CUST_0213,18,Female,Rural,Self-Employed,855329,1,171008,113029,49697,No,56.270308408294994,No,2,0,21,5,1,Yes,6,Low
CUST_0214,36,Female,Semi-Urban,Self-Employed,1216747,8,140701,78542,68555,Yes,50.2421515893622,Yes,1,0,15,4,2,No,7,Low
CUST_0215,19,Female,Rural,Salaried,451791,20,215642,11101,46553,No,56.43854835011953,No,0,1,23,6,3,No,3,Medium
CUST_0216,61,Other,Rural,Student,858542,5,0,83824,55055,No,55.84369023371338,No,1,1,15,0,3,No,3,Medium
CUST_0217,43,Male,Semi-Urban,Salaried,925189,2,160366,101451,48133,Yes,0.7025829438389053,Yes,3,0,26,5,4,No,8,High
CUST_0218,49,Female,Semi-Urban,Salaried,653376,19,170123,67567,43569,Yes,60.92175395988508,Yes,1,0,19,2,1,Yes,7,Low
CUST_0219,23,Male,Urban,Self-Employed,306300,5,20835,122337,37772,Yes,28.22462885843866,Yes,2,0,18,6,2,No,5,Low
CUST_0220,49,Male,Urban,Self-Employed,1461054,6,0,95795,66692,Yes,17.604020924901054,No,3,1,22,7,3,No,6,High
CUST_0221,21,Female,Urban,Self-Employed,1339749,0,60324,87048,87765,No,17.388704303625097,No,2,1,23,4,1,Yes,9,Low
CUST_0222,28,Female,Semi-Urban,Salaried,716323,22,67076,102591,84277,Yes,55.838540261813236,No,1,0,23,4,0,No,3,Medium
CUST_0223,34,Other,Semi-Urban,Salaried,1028579,0,180273,80001,23585,No,39.435626819378676,No,0,1,17,7,0,No,3,Medium
CUST_0224,55,Female,Rural,Self-Employed,680323,4,70836,0,87230,Yes,2.950780400364735,No,4,1,19,2,0,No,6,High
CUST_0225,41,Male,Urban,Salaried,501608,5,51492,55025,47046,Yes,56.95094537980709,No,0,1,18,6,0,No,8,Low
CUST_0226,22,Male,Semi-Urban,Salaried,1489541,12,71069,105915,70018,No,9.009796730029315,No,1,0,10,2,4,No,5,Low
CUST_0227,51,Female,Semi-Urban,Self-Employed,270620,1,209490,45772,32344,Yes,48.49553396295527,No,2,1,19,5,1,No,1,Medium
CUST_0228,23,Male,Semi-Urban,Salaried,750073,14,121043,63295,58549,Yes,50.96247314182635,No,0,1,17,4,2,No,3,Medium
CUST_0229,39,Male,Semi-Urban,Self-Employed,879513,14,105659,38654,62843,Yes,67.13942704237613,No,3,0,17,3,0,No,8,High
CUST_0230,28,Male,Urban,Self-Employed,1427932,12,111199,123517,17884,Yes,89.54211966167128,No,1,0,22,1,3,No,4,High
CUST_0231,33,Male,Semi-Urban,Salaried,1163806,24,223364,120444,70206,Yes,10.883091852486459,No,0,1,15,2,0,Yes,9,Low
CUST_0232,50,Male,Urban,Salaried,264712,13,60066,43483,88648,No,43.68815359842377,Yes,1,0,23,3,1,No,6,Low
CUST_0233,26,Male,Urban,Self-Employed,849037,21,225240,74418,50633,Yes,38.091617623894564,Yes,0,1,20,3,0,Yes,10,Low
CUST_0234,23,Male,Urban,Self-Employed,857371,6,136839,49585,89004,No,55.84374214902405,No,1,0,24,2,0,No,4,Medium
CUST_0235,33,Male,Semi-Urban,Self-Employed,770081,13,107166,88448,50257,No,50.39171927334046,Yes,0,0,17,8,1,Yes,4,Medium
CUST_0236,46,Other,Rural,Self-Employed,1066933,23,320072,85290,76239,Yes,36.1863439315845,No,2,0,18,5,3,No,10,Low
CUST_0237,20,Male,Semi-Urban,Self-Employed,356812,9,35548,94351,5000,Yes,33.97744528472861,No,1,0,16,4,0,No,5,Low
CUST_0238,37,Male,Semi-Urban,Student,706977,16,91705,79957,115469,No,17.08872862039881,Yes,1,0,21,2,1,No,7,Low
CUST_0239,53,Female,Semi-Urban,Salaried,1017586,13,21405,158062,92386,No,69.69653956016273,Yes,1,0,23,6,2,Yes,7,Low
CUST_0240,36,Male,Semi-Urban,Salaried,1087851,7,196196,39162,47884,Yes,56.48010453998823,Yes,1,0,23,4,6,No,10,Low
CUST_0241,43,Female,Urban,Salaried,902296,3,255135,18681,5697,Yes,67.94420494487844,Yes,1,0,20,4,2,No,7,Low
CUST_0242,20,Female,Urban,Salaried,749062,15,253593,58207,62200,Yes,37.24009658811216,No,0,1,19,3,2,No,5,Low
CUST_0243,36,Male,Urban,Salaried,808020,23,217915,22960,18901,Yes,28.579113282639238,No,1,0,16,3,2,No,9,Low
CUST_0244,37,Male,Urban,Salaried,1109142,12,104190,25226,66121,No,18.042123334269306,No,1,0,18,5,2,No,2,Medium
CUST_0245,49,Female,Urban,Student,861865,21,90780,39960,65289,No,53.972939593516486,No,2,0,16,4,2,Yes,8,Low
CUST_0246,24,Female,Urban,Salaried,485353,24,0,42334,31464,Yes,19.005169386794133,No,0,0,16,3,4,No,10,Low
CUST_0247,58,Male,Urban,Salaried,418275,19,282869,41361,83024,No,91.21657672416376,No,3,0,22,2,2,No,8,High
CUST_0248,50,Female,Rural,Salaried,328626,17,157518,85546,75139,No,12.30893547266399,No,1,1,19,4,1,Yes,3,Medium
CUST_0249,57,Male,Urban,Salaried,1359453,13,80643,54814,79395,Yes,51.84150298031255,No,0,1,16,3,1,No,5,Low
CUST_0250,56,Other,Urban,Salaried,1132611,17,226244,64614,55221,Yes,84.17136768034464,Yes,1,0,14,5,3,No,8,High
CUST_0251,35,Male,Urban,Salaried,812729,4,42178,96826,19611,No,59.97724398159522,Yes,1,0,12,4,1,Yes,10,Low
CUST_0252,57,Female,Semi-Urban,Salaried,691172,8,152529,47010,79446,No,49.391842812294485,Yes,3,1,19,2,3,Yes,9,High
CUST_0253,18,Female,Urban,Self-Employed,649124,2,106189,62063,48240,No,20.78790882595261,Yes,2,0,14,1,3,No,7,Low
CUST_0254,28,Female,Urban,Self-Employed,1232632,7,171094,80972,20255,Yes,10.455770285807404,No,0,0,22,6,1,Yes,4,Medium
CUST_0255,45,Female,Semi-Urban,Self-Employed,1516551,19,114914,11752,88800,Yes,64.25125272293965,Yes,0,0,22,3,0,No,4,Medium
CUST_0256,42,Male,Urban,Self-Employed,638112,21,3925,0,107485,Yes,82.65368101937366,No,2,1,21,2,2,No,3,High
CUST_0257,40,Male,Urban,Salaried,1248445,9,126046,80383,53968,No,34.02875023804572,No,2,1,17,2,3,Yes,8,Low
CUST_0258,48,Male,Urban,Self-Employed,859804,21,203909,84760,108978,No,16.523462309591224,No,1,0,24,4,0,No,6,Low
CUST_0259,47,Male,Urban,Self-Employed,775649,18,117662,131926,57282,Yes,0.0,No,0,0,16,5,2,No,10,Low
CUST_0260,59,Female,Urban,Salaried,1376474,20,182009,74742,45488,No,20.48087890843656,Yes,0,1,27,5,2,No,6,Low
CUST_0261,52,Male,Urban,Self-Employed,846441,2,36357,94592,39238,No,42.158578937524,No,0,0,15,3,4,No,10,Low
CUST_0262,24,Male,Rural,Salaried,953727,10,117899,64135,95927,No,84.97808102091835,Yes,0,1,15,3,0,Yes,10,High
CUST_0263,33,Other,Semi-Urban,Self-Employed,936895,10,70039,78916,35496,No,61.82834230582421,No,1,1,17,2,2,No,9,Low
CUST_0264,43,Female,Semi-Urban,Student,281040,16,179758,120017,73381,Yes,52.62713511766883,No,0,0,17,3,2,No,3,Medium
CUST_0265,19,Female,Urban,Salaried,950943,15,122519,6280,41020,No,34.99700846747173,No,0,0,26,4,2,No,4,Medium
CUST_0266,18,Other,Rural,Self-Employed,653057,6,175205,82408,43492,Yes,30.42085706860109,No,2,0,12,6,2,No,3,Medium
CUST_0267,29,Male,Urban,Self-Employed,352596,3,207016,134067,80756,Yes,80.1411899376991,No,0,2,22,3,1,No,3,High
CUST_0268,22,Male,Urban,Student,669002,22,175329,78461,45499,No,50.018463518959734,Yes,1,0,17,5,0,No,1,Medium
CUST_0269,54,Female,Semi-Urban,Salaried,666113,18,141849,119517,44880,No,0.0,Yes,0,0,19,5,1,No,10,Low
CUST_0270,49,Female,Urban,Self-Employed,1210458,11,40143,51123,83320,Yes,28.161508802568928,No,5,1,15,4,2,No,6,High
CUST_0271,26,Male,Urban,Salaried,477673,14,119777,69038,94934,No,23.544599205709332,No,1,0,19,4,0,No,9,Low
CUST_0272,58,Female,Semi-Urban,Salaried,573553,10,77352,71005,71117,No,31.34339977056338,No,1,2,15,2,1,Yes,5,High
CUST_0273,52,Male,Rural,Salaried,932385,4,92474,3472,38630,No,59.07276650712713,Yes,1,1,20,4,3,No,10,Low
CUST_0274,36,Male,Urban,Student,385972,4,90037,34954,42234,Yes,42.31387795514377,No,1,0,25,3,2,No,2,Medium
CUST_0275,33,Female,Semi-Urban,Self-Employed,619347,14,41605,37093,56997,No,43.07836482490845,No,1,0,25,6,1,No,10,Low
CUST_0276,20,Female,Rural,Self-Employed,267433,17,0,94661,63023,Yes,77.83682903313093,No,3,1,16,3,2,No,4,High
CUST_0277,37,Female,Urban,Student,1172004,10,66548,96164,30303,Yes,27.58847275533279,No,1,0,15,1,0,No,6,Low
CUST_0278,41,Male,Urban,Salaried,744522,11,135470,79721,73075,Yes,91.60498814718375,No,0,1,12,3,5,No,7,High
CUST_0279,50,Female,Urban,Salaried,844428,1,12145,94723,57137,Yes,28.217310215722847,Yes,2,1,23,3,2,Yes,7,Low
CUST_0280,41,Male,Urban,Salaried,1170603,19,121254,65075,12107,No,47.22995491531429,No,0,0,21,5,1,No,4,Medium
CUST_0281,28,Male,Urban,Salaried,597205,14,272021,106057,31776,Yes,37.969910114930826,Yes,1,0,27,6,2,No,10,Low
CUST_0282,25,Female,Rural,Salaried,740804,19,201844,70263,42396,No,48.08547833752402,Yes,1,1,17,8,1,Yes,10,Low
CUST_0283,53,Female,Semi-Urban,Salaried,480285,3,251483,71735,53178,Yes,56.11479987682822,No,1,1,25,3,3,No,5,Low
CUST_0284,55,Female,Semi-Urban,Salaried,479523,21,151290,62032,102231,No,55.845881002221915,No,0,1,21,2,5,No,4,Medium
CUST_0285,57,Female,Urban,Salaried,527795,17,213400,90533,60954,No,26.1720667344855,No,2,0,14,6,5,No,10,Low
CUST_0286,37,Female,Rural,Salaried,677628,5,62082,57364,33980,No,16.927133063810732,No,0,0,19,4,5,No,6,Low
CUST_0287,52,Female,Rural,Salaried,715321,22,68452,99292,60515,No,100.0,No,0,1,20,7,1,No,7,High
CUST_0288,42,Male,Rural,Student,951021,18,0,36035,46197,No,32.90039150998617,Yes,2,0,24,3,5,Yes,2,Medium
CUST_0289,52,Male,Urban,Self-Employed,538074,10,214891,37032,63118,No,62.480310966799664,No,3,2,17,6,2,No,10,High
CUST_0290,42,Male,Semi-Urban,Student,961871,23,243225,90622,69514,No,4.808967236920083,Yes,0,2,19,7,3,No,3,High
CUST_0291,46,Male,Urban,Salaried,1019750,1,75745,67343,85230,Yes,38.00968200238308,No,0,0,26,3,2,No,8,Low
CUST_0292,35,Female,Urban,Salaried,686262,7,99683,56383,54392,No,41.820015400438926,No,3,1,18,2,2,Yes,7,High
CUST_0293,63,Female,Urban,Self-Employed,568346,10,59691,96701,95974,Yes,56.82037674819581,No,0,0,10,4,1,No,1,Medium
CUST_0294,35,Male,Semi-Urban,Salaried,879777,4,150612,51782,77700,Yes,0.0,No,0,0,25,5,1,Yes,4,Medium
CUST_0295,19,Male,Semi-Urban,Salaried,778978,17,209994,63993,37314,No,49.153515326958264,Yes,1,0,18,6,2,No,5,Low
CUST_0296,52,Female,Urban,Salaried,927123,22,0,111976,110246,Yes,16.25646361580268,No,0,0,19,6,0,No,3,Medium
CUST_0297,33,Male,Urban,Salaried,1399453,17,152755,116174,63174,No,53.108642779873094,Yes,1,0,15,4,6,No,4,Medium
CUST_0298,58,Female,Urban,Salaried,874022,13,97866,117171,34121,Yes,19.091770079045926,Yes,1,0,13,6,4,No,10,Low
CUST_0299,53,Female,Urban,Salaried,626269,21,129071,61536,96322,Yes,23.612932601860468,Yes,3,1,14,2,0,Yes,10,High
CUST_0300,50,Female,Urban,Self-Employed,538188,9,156719,106921,106944,Yes,38.1593097401683,No,4,0,15,4,1,No,10,High
CUST_0301,21,Female,Urban,Salaried,551729,2,104943,41531,54174,Yes,18.69176325992012,No,1,0,14,2,0,Yes,7,Low
CUST_0302,50,Female,Semi-Urban,Salaried,338031,8,111713,42792,42408,No,33.11163883161613,No,3,0,11,3,0,No,8,High
CUST_0303,31,Male,Urban,Self-Employed,1176460,2,102889,0,50690,Yes,15.165605786417117,No,1,0,18,4,3,No,9,Low
CUST_0304,38,Female,Urban,Salaried,150000,10,197625,120186,72868,Yes,0.0,No,1,2,20,4,4,No,2,High
CUST_0305,37,Female,Urban,Salaried,1020836,11,153500,44080,86946,Yes,70.44892631073398,No,1,0,20,8,3,Yes,4,High
CUST_0306,25,Male,Rural,Self-Employed,546177,11,137646,66204,69262,Yes,12.598782679401793,No,0,0,13,2,0,No,1,Medium
CUST_0307,24,Female,Semi-Urban,Salaried,670658,2,18323,42690,57543,No,40.532977809800414,No,2,1,16,6,1,No,3,Medium
CUST_0308,20,Female,Semi-Urban,Salaried,535704,20,89713,90854,92450,Yes,63.82227703734462,No,1,2,18,3,1,No,8,High
CUST_0309,34,Female,Urban,Salaried,1356052,6,191893,58730,47179,No,29.626397437098923,Yes,2,2,16,3,2,Yes,7,High
CUST_0310,50,Female,Semi-Urban,Salaried,855710,13,123015,30855,80772,No,24.37085250636155,No,1,1,15,5,4,No,8,Low
CUST_0311,29,Female,Urban,Salaried,1126632,23,172762,83249,47798,No,50.655952216685534,No,3,0,18,3,0,No,6,High
CUST_0312,39,Female,Semi-Urban,Self-Employed,1305184,10,261320,26988,65775,No,72.94834556817881,Yes,1,3,16,6,1,No,5,High
CUST_0313,39,Female,Rural,Salaried,907191,6,203088,44877,52160,Yes,15.76711837283828,No,2,1,14,6,1,No,10,Low
CUST_0314,63,Female,Semi-Urban,Salaried,431531,24,127452,6793,53603,Yes,41.24630419956403,Yes,1,0,17,4,1,No,9,Low
CUST_0315,47,Female,Rural,Salaried,772775,20,79120,27281,45565,No,1.6876351258168185,Yes,0,0,19,2,0,No,5,Low
CUST_0316,55,Female,Semi-Urban,Salaried,590213,9,0,75355,88621,No,35.169974907945246,Yes,0,0,14,5,4,Yes,9,Low
CUST_0317,55,Female,Urban,Self-Employed,673773,10,106529,11063,36676,No,45.85511711345189,No,0,0,23,5,3,No,4,Medium
CUST_0318,62,Male,Rural,Salaried,816881,14,93919,25565,36494,No,23.634383956123358,No,0,1,23,2,2,No,5,Low
CUST_0319,25,Female,Urban,Salaried,803045,18,151229,69928,108024,Yes,33.57520415436922,No,1,0,23,3,2,Yes,1,Medium
CUST_0320,44,Female,Semi-Urban,Salaried,994238,15,107687,53691,79446,Yes,9.794330792313751,Yes,0,0,16,5,3,No,6,Low
CUST_0321,44,Male,Urban,Salaried,1045056,21,94369,129761,5000,No,46.92696528453734,No,1,0,22,7,2,Yes,3,Medium
CUST_0322,51,Female,Urban,Salaried,803049,20,0,125016,40868,No,71.39235622207875,No,1,1,31,7,2,No,10,High
CUST_0323,38,Male,Urban,Self-Employed,991214,19,44802,43962,9700,Yes,17.57140325573841,Yes,2,0,10,0,5,No,2,Medium
CUST_0324,47,Male,Urban,Salaried,657724,11,158132,86714,31232,No,29.433205836190428,No,2,1,17,2,2,No,6,Low
CUST_0325,50,Female,Urban,Salaried,1310172,17,257272,92478,5000,Yes,57.563656161354544,Yes,0,1,19,3,2,Yes,1,Medium
CUST_0326,45,Male,Semi-Urban,Salaried,652071,22,112197,52075,51575,Yes,75.3022679830684,Yes,1,1,17,8,3,Yes,9,High
CUST_0327,64,Female,Urban,Self-Employed,1269015,12,146224,25133,26451,No,7.670254694776716,No,1,2,10,7,1,No,5,High
CUST_0328,50,Female,Urban,Salaried,333376,4,196198,69631,56497,No,40.78038156460127,No,0,1,17,6,1,No,7,Low
CUST_0329,22,Female,Semi-Urban,Self-Employed,716857,3,55128,64814,14371,Yes,52.07827055798813,Yes,1,0,20,5,3,No,10,Low
CUST_0330,36,Male,Urban,Self-Employed,734157,13,149345,56927,57072,Yes,42.448590234278804,Yes,0,0,14,2,0,No,9,Low
CUST_0331,21,Male,Semi-Urban,Self-Employed,947647,7,60760,83269,44627,Yes,0.0,Yes,0,1,13,2,1,No,9,Low
CUST_0332,52,Female,Semi-Urban,Salaried,1151635,8,189185,47478,92548,No,57.5272502327193,Yes,0,0,19,2,4,No,7,Low
CUST_0333,34,Other,Rural,Salaried,412711,24,132112,35440,90283,Yes,82.9834087772661,Yes,0,1,30,1,3,Yes,4,High
CUST_0334,61,Female,Semi-Urban,Self-Employed,462205,18,143876,73272,74633,No,47.916543779237585,No,1,0,15,3,2,No,4,Medium
CUST_0335,45,Male,Urban,Student,359332,2,57392,81579,46834,No,19.222348667643416,No,0,1,22,3,4,No,7,Low
CUST_0336,47,Female,Semi-Urban,Self-Employed,1312064,4,176562,34700,104634,No,32.171818840892925,No,0,0,26,3,2,No,8,Low
CUST_0337,46,Female,Urban,Salaried,954161,20,286777,97842,16174,Yes,89.24782669138983,No,3,1,14,2,1,No,7,High
CUST_0338,63,Female,Urban,Salaried,470470,17,39367,16885,19911,No,67.74906352151396,No,2,0,17,6,2,No,10,Low
CUST_0339,23,Male,Semi-Urban,Salaried,694916,0,92819,52656,52905,Yes,61.00066545960823,Yes,5,0,17,4,2,No,4,High
CUST_0340,52,Female,Urban,Self-Employed,1263616,7,138528,62259,111350,Yes,53.9103145883594,Yes,1,0,10,7,1,Yes,4,Medium
CUST_0341,58,Female,Semi-Urban,Salaried,752658,18,182912,50913,49941,Yes,28.47157219522569,No,1,0,20,4,6,No,8,Low
CUST_0342,54,Other,Rural,Salaried,731984,16,75236,53048,50418,Yes,39.98572048360579,Yes,1,0,29,7,2,Yes,9,Low
CUST_0343,41,Male,Rural,Self-Employed,576546,16,0,126132,18952,No,43.0519316080371,Yes,1,1,19,1,4,No,7,Low
CUST_0344,46,Female,Rural,Salaried,491252,10,228735,44473,78648,Yes,58.7393579016111,Yes,1,1,22,5,3,No,3,Medium
CUST_0345,63,Female,Urban,Self-Employed,1264163,1,180840,143236,78829,Yes,82.72297235667259,No,0,1,19,5,4,Yes,10,High
CUST_0346,48,Male,Urban,Salaried,1435865,5,0,83113,74726,No,72.9584534198282,No,1,0,17,4,1,No,1,High
CUST_0347,52,Female,Semi-Urban,Salaried,505181,21,71394,72761,39269,Yes,9.515391105098985,No,1,0,17,4,4,No,5,Low
CUST_0348,50,Female,Urban,Salaried,1341729,13,245454,84287,37332,No,50.59987422252622,No,0,2,11,10,1,No,6,High
CUST_0349,38,Male,Semi-Urban,Self-Employed,679413,2,235823,145897,22671,Yes,63.419083629197424,No,2,1,13,1,1,Yes,9,Low
CUST_0350,49,Male,Semi-Urban,Salaried,1036776,11,195091,40192,57096,Yes,60.47150825361588,No,1,5,18,5,0,No,5,High
CUST_0351,40,Female,Semi-Urban,Salaried,1343574,3,105911,36387,27989,No,29.269155915314514,Yes,0,1,19,3,1,No,1,Medium
CUST_0352,50,Male,Urban,Student,799223,11,126638,47354,25564,Yes,100.0,Yes,1,1,20,4,3,No,4,High
CUST_0353,20,Female,Urban,Salaried,735220,12,109525,70964,44407,No,13.072885941722028,Yes,2,0,16,5,0,Yes,2,Medium
CUST_0354,35,Male,Urban,Salaried,1130378,1,210259,18226,42771,Yes,17.92028883334875,Yes,1,0,21,0,3,Yes,4,Medium
CUST_0355,42,Female,Urban,Salaried,461516,1,49932,70670,41550,Yes,50.83987703153941,Yes,1,1,27,4,0,No,7,Low
CUST_0356,59,Male,Rural,Salaried,1251471,14,55536,120806,66661,Yes,97.92007637409634,Yes,0,0,22,5,2,No,9,High
CUST_0357,48,Female,Urban,Self-Employed,899983,22,200821,74542,56976,Yes,24.09512873239573,No,2,0,18,4,3,No,3,Medium
CUST_0358,20,Other,Urban,Salaried,647787,16,116451,61219,47796,Yes,38.354290858825195,No,1,0,23,3,5,No,3,Medium
CUST_0359,57,Other,Urban,Salaried,638541,6,230277,51455,59575,No,71.93234182539231,No,2,0,16,5,2,No,4,High
CUST_0360,63,Female,Semi-Urban,Salaried,365788,13,66279,96955,30211,Yes,44.553446127806666,No,0,0,17,2,1,No,7,Low
CUST_0361,41,Male,Semi-Urban,Self-Employed,662339,11,115617,45225,57631,Yes,36.63490363674261,No,1,2,16,2,5,No,6,High
CUST_0362,49,Female,Urban,Salaried,757586,16,46206,125391,58765,Yes,59.140822547168,No,1,1,23,4,1,No,5,Low
CUST_0363,64,Male,Urban,Salaried,478547,13,120589,128000,17423,No,51.81294975573983,No,1,0,18,6,5,Yes,4,Medium
CUST_0364,39,Male,Urban,Salaried,834087,5,1716,77702,79892,No,70.76096964091978,Yes,1,0,18,4,3,Yes,8,High
CUST_0365,40,Male,Urban,Salaried,1015520,18,80989,69654,32964,No,77.28672222663408,Yes,3,1,11,7,0,No,4,High
CUST_0366,19,Female,Semi-Urban,Salaried,775284,23,5099,100919,57257,No,52.67507650013404,No,2,1,17,7,0,No,3,Medium
CUST_0367,44,Female,Semi-Urban,Salaried,1081954,5,175513,102843,84110,Yes,52.29331813445773,No,0,0,23,1,2,No,7,Low
CUST_0368,59,Female,Urban,Self-Employed,567501,17,177327,45820,78141,Yes,50.35277455715334,Yes,4,1,17,2,3,Yes,2,High
CUST_0369,19,Male,Urban,Salaried,1201183,23,0,54203,55858,No,57.228263916232194,Yes,2,1,23,4,2,No,4,Medium
CUST_0370,43,Male,Rural,Student,892635,4,226710,30329,45937,No,46.379265946786596,No,2,0,16,3,0,No,8,Low
CUST_0371,34,Other,Urban,Student,1390840,23,319793,82271,78687,Yes,44.98478794194276,Yes,2,0,25,3,1,No,4,Medium
CUST_0372,57,Male,Semi-Urban,Salaried,1694976,23,123680,89998,71867,Yes,74.91567802068106,No,1,0,17,3,3,No,10,High
CUST_0373,50,Male,Urban,Salaried,685414,5,68710,29502,39540,No,82.90290450887608,Yes,3,0,17,3,2,No,7,High
CUST_0374,26,Male,Urban,Salaried,699827,1,345946,56344,35127,No,7.311176384164483,No,0,0,18,5,5,No,2,Medium
CUST_0375,60,Female,Urban,Self-Employed,763815,7,14482,29582,5000,Yes,45.25052879351423,Yes,0,0,19,2,4,No,5,Low
CUST_0376,56,Female,Semi-Urban,Salaried,1058495,14,121608,43036,58850,No,27.78263916386913,No,1,1,17,3,1,Yes,4,Medium
CUST_0377,46,Male,Rural,Salaried,1314089,14,134369,86530,52932,Yes,37.22571333784819,Yes,1,1,22,3,2,No,9,Low
CUST_0378,59,Male,Urban,Salaried,621517,10,227611,47995,83404,Yes,55.062905243383035,No,1,0,23,5,2,Yes,7,Low
CUST_0379,43,Female,Urban,Self-Employed,983435,21,148779,60975,63976,Yes,61.735959288561716,No,1,1,12,5,3,No,9,Low
CUST_0380,52,Female,Urban,Self-Employed,802425,21,80109,21180,88355,Yes,42.19683890971638,No,0,0,24,4,1,No,10,Low
CUST_0381,42,Male,Urban,Salaried,1066338,23,43905,75609,37565,Yes,0.0,No,1,0,16,7,2,No,7,Low
CUST_0382,41,Female,Urban,Self-Employed,1378310,0,92654,68671,83453,No,20.87386048559551,No,1,1,9,5,3,No,2,Medium
CUST_0383,30,Male,Urban,Salaried,765885,17,39445,48131,41777,Yes,67.41249175500414,No,5,0,14,3,0,No,2,High
CUST_0384,24,Male,Semi-Urban,Salaried,265546,11,123826,64329,74439,No,0.0,No,1,0,10,5,2,Yes,2,Medium
CUST_0385,53,Female,Urban,Self-Employed,1110365,11,74864,75408,18531,Yes,74.68567879205,No,2,1,19,10,2,Yes,5,High
CUST_0386,62,Male,Urban,Salaried,558553,24,476,45553,60878,Yes,58.03074976611353,No,2,0,16,2,2,No,1,Medium
CUST_0387,37,Female,Rural,Salaried,799909,10,220411,25712,5382,No,77.90440203825055,Yes,2,0,13,1,1,No,7,High
CUST_0388,18,Male,Urban,Salaried,1125460,7,80186,124167,48321,No,40.03577032797599,No,2,0,15,3,1,No,2,Medium
CUST_0389,25,Male,Rural,Self-Employed,954088,6,18549,51001,66008,No,0.0,No,1,0,21,5,4,No,4,Medium
CUST_0390,63,Other,Urban,Self-Employed,814397,22,106539,67097,41975,No,55.75906603766245,No,2,1,14,5,1,No,9,Low
CUST_0391,33,Male,Rural,Self-Employed,648441,20,125469,100325,28739,Yes,76.86632810095853,No,0,0,24,3,2,No,8,High
CUST_0392,31,Female,Semi-Urban,Self-Employed,150000,1,0,175871,76152,Yes,68.11804513783552,No,1,1,20,5,0,Yes,10,Low
CUST_0393,29,Male,Rural,Salaried,1094412,10,146531,32665,52413,No,28.432712912799115,No,2,0,10,4,1,No,2,Medium
CUST_0394,40,Male,Rural,Salaried,761466,21,36227,83494,42760,No,47.169026886566165,No,1,0,19,6,1,No,4,Medium
CUST_0395,32,Male,Urban,Salaried,1379667,9,256882,48773,56047,No,31.679093280501903,No,3,1,23,3,1,No,4,High
CUST_0396,45,Female,Rural,Salaried,989309,2,161916,53836,120916,No,24.518338395265697,No,4,0,16,2,0,No,2,High
CUST_0397,51,Male,Urban,Salaried,660606,19,88008,48393,83837,No,68.88471427949628,No,2,3,17,5,1,No,2,High
CUST_0398,19,Female,Urban,Student,1223404,9,60386,36230,84064,Yes,15.061692218370947,No,1,0,15,4,2,Yes,5,Low
CUST_0399,49,Male,Urban,Salaried,1252895,17,111602,68761,65888,No,22.654589235459685,No,0,0,18,2,0,No,4,Medium
CUST_0400,40,Other,Semi-Urban,Salaried,773338,13,169023,25764,59162,No,17.399359163190365,No,0,0,15,8,1,No,8,Low
CUST_0401,39,Male,Urban,Salaried,1267775,17,117960,98404,5000,No,7.743811917523836,No,0,1,18,4,2,No,4,Medium
CUST_0402,42,Female,Semi-Urban,Salaried,655642,23,102627,71650,38025,Yes,48.66035729606509,Yes,1,1,23,2,2,No,8,Low
CUST_0403,39,Female,Semi-Urban,Student,905876,7,124669,82673,42985,Yes,74.0375762120494,No,0,0,16,12,1,No,5,High
CUST_0404,39,Female,Semi-Urban,Salaried,1049992,9,71691,56014,8127,Yes,40.37808109386836,No,0,1,20,5,4,No,1,Medium
CUST_0405,59,Female,Rural,Salaried,1124673,21,92543,58983,26064,Yes,7.356304985895839,Yes,0,2,15,6,2,Yes,9,High
